Vietnamese,Korean,Vietnamese_Sentence,Korean_Sentence,tts_url,images_url
hôi,냄새나는,Phòng này có mùi hôi,이 방에서 나쁜 냄새가 나요.,https://r2.sangsang.vip/mp3/31fc1a15caeb797f9a1a2b45b6a2afcf.mp3,https://r2.sangsang.vip/images/Phòng_này_có_mùi_hôi.png
thật,진짜의,Đây là vàng thật,이것은 진짜 금이에요.,https://r2.sangsang.vip/mp3/b81e3197b73db2aeba78156fb017ae58.mp3,https://r2.sangsang.vip/images/Đây_là_vàng_thật.png
giả,가짜의,Đây là hàng giả,이것은 가짜 상품이에요.,https://r2.sangsang.vip/mp3/5ba8e9ec4405d034e3fa054dc0a5df6c.mp3,https://r2.sangsang.vip/images/Đây_là_hàng_giả.png
khác,다른,Tôi muốn một cái khác,다른 것을 원해요.,https://r2.sangsang.vip/mp3/9b56a87dc112e7f94a00c82bf5a7e290.mp3,https://r2.sangsang.vip/images/Tôi_muốn_một_cái_khác.png
giống,같은,Chúng ta có cùng sở thích,우리는 같은 취미를 가지고 있어요.,https://r2.sangsang.vip/mp3/278b91fee299e5980d5af93a7ac12d64.mp3,https://r2.sangsang.vip/images/Chúng_ta_có_cùng_sở_thích.png
an toàn,안전한,Nơi này rất an toàn,이곳은 매우 안전해요.,https://r2.sangsang.vip/mp3/6a5b1ef8cd4157d942a28d2c749e663f.mp3,https://r2.sangsang.vip/images/Nơi_này_rất_an_toàn.png
nguy hiểm,위험한,Lái xe nhanh rất nguy hiểm,빨리 운전하는 것은 매우 위험해요.,https://r2.sangsang.vip/mp3/f51354f4cb9e44ab5142aeea5310d33d.mp3,https://r2.sangsang.vip/images/Lái_xe_nhanh_rất_nguy_hiểm.png
hợp lý,합리적인,Giá cả ở đây rất hợp lý,여기 가격은 매우 합리적이에요.,https://r2.sangsang.vip/mp3/8e96bca581ce6ca152aea5b9af9e151c.mp3,https://r2.sangsang.vip/images/Giá_cả_ở_đây_rất_hợp_lý.png
vô lý,불합리한,Yêu cầu của anh ta thật vô lý,그의 요구는 정말 불합리해요.,https://r2.sangsang.vip/mp3/bde586c5e85a8e9320914495a11f5363.mp3,https://r2.sangsang.vip/images/Yêu_cầu_của_anh_ta_thật_vô_lý.png
phức tạp,복잡한,Vấn đề này rất phức tạp,이 문제는 매우 복잡해요.,https://r2.sangsang.vip/mp3/24224a75f44d10d43684575aa3e873a2.mp3,https://r2.sangsang.vip/images/Vấn_đề_này_rất_phức_tạp.png
đơn giản,간단한,Câu trả lời rất đơn giản,대답은 매우 간단해요.,https://r2.sangsang.vip/mp3/71874f5be59f76cfde71d2af01bb23f9.mp3,https://r2.sangsang.vip/images/Câu_trả_lời_rất_đơn_giản.png
hiện đại,현대적인,Thành phố này rất hiện đại,이 도시는 매우 현대적이에요.,https://r2.sangsang.vip/mp3/0313fb8056074192a74e1f03df1004af.mp3,https://r2.sangsang.vip/images/Thành_phố_này_rất_hiện_đại.png
cổ,오래된/옛날의,Đây là một ngôi nhà cổ,이것은 오래된 집이에요.,https://r2.sangsang.vip/mp3/b210071bed8760662610c12d1e64da38.mp3,https://r2.sangsang.vip/images/Đây_là_một_ngôi_nhà_cổ.png
nổi tiếng,유명한,Anh ấy là một ca sĩ nổi tiếng,그는 유명한 가수예요.,https://r2.sangsang.vip/mp3/ad31a69dc04f4f3d75ac5729eda8e56f.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_ca_sĩ_nổi_tiếng.png
xa,먼,Nhà tôi ở xa trường,우리 집은 학교에서 멀어요.,https://r2.sangsang.vip/mp3/722b13c9c923dafef010d3427c118b07.mp3,https://r2.sangsang.vip/images/Nhà_tôi_ở_xa_trường.png
gần,가까운,Bưu điện ở rất gần đây,우체국은 여기에서 매우 가까워요.,https://r2.sangsang.vip/mp3/069069473730c194f908f9a40337018c.mp3,https://r2.sangsang.vip/images/Bưu_điện_ở_rất_gần_đây.png
sớm,이른,Sáng nay tôi dậy sớm,오늘 아침에 일찍 일어났어요.,https://r2.sangsang.vip/mp3/240513d84f6f70c67aaceff746a70c27.mp3,https://r2.sangsang.vip/images/Sáng_nay_tôi_dậy_sớm.png
muộn,늦은,Xin lỗi,죄송합니다.,https://r2.sangsang.vip/mp3/10e407e81cb6b3ffafbd3005bb92008e.mp3,https://r2.sangsang.vip/images/Xin_lỗi.png
đầu tiên,첫 번째의,Đây là lần đầu tiên tôi đến đây,여기에 온 것은 이번이 처음이에요.,https://r2.sangsang.vip/mp3/8f2286b53da57790897a639d0b94337b.mp3,https://r2.sangsang.vip/images/Đây_là_lần_đầu_tiên_tôi_đến_đây.png
cuối cùng,마지막의,Đây là cơ hội cuối cùng,이것이 마지막 기회예요.,https://r2.sangsang.vip/mp3/4d9efd11d081d208a0c874b0cf5c0c99.mp3,https://r2.sangsang.vip/images/Đây_là_cơ_hội_cuối_cùng.png
miễn phí,무료의,Wifi ở đây miễn phí,여기 와이파이는 무료예요.,https://r2.sangsang.vip/mp3/c0a850842062bb294694b555952df15f.mp3,https://r2.sangsang.vip/images/Wifi_ở_đây_miễn_phí.png
bận,바쁜,Hôm nay tôi rất bận,오늘 매우 바빠요.,https://r2.sangsang.vip/mp3/af1d12d8648376c57f81f603f47e428c.mp3,https://r2.sangsang.vip/images/Hôm_nay_tôi_rất_bận.png
rảnh,한가한,Cuối tuần này bạn có rảnh không?,이번 주말에 시간 있어요?,https://r2.sangsang.vip/mp3/063c8a0460737e5653997595eb51397a.mp3,https://r2.sangsang.vip/images/Cuối_tuần_này_bạn_có_rảnh_không.png
chắc chắn,확실한,Tôi chắc chắn về điều đó,그것에 대해 확신해요.,https://r2.sangsang.vip/mp3/47386f8a5e2444b6fdeaf0b8452df2e7.mp3,https://r2.sangsang.vip/images/Tôi_chắc_chắn_về_điều_đó.png
có thể,가능한,Điều đó là có thể,그것은 가능해요.,https://r2.sangsang.vip/mp3/e28b4b9784db591b98d6002c34ec9936.mp3,https://r2.sangsang.vip/images/Điều_đó_là_có_thể.png
không thể,불가능한,Điều đó là không thể,그것은 불가능해요.,https://r2.sangsang.vip/mp3/3fff72a650b863f255e692882e600b5d.mp3,https://r2.sangsang.vip/images/Điều_đó_là_không_thể.png
thật,정말/진짜,Bạn nói thật không,진심이에요?,https://r2.sangsang.vip/mp3/12fea1795aca8fc7572ee517f53083e7.mp3,https://r2.sangsang.vip/images/Bạn_nói_thật_không.png
hơi,조금/약간,Tôi cảm thấy hơi mệt,조금 피곤해요.,https://r2.sangsang.vip/mp3/b4db81da1067386bad7e5d476df247eb.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_hơi_mệt.png
khá,꽤,Bộ phim này khá hay,이 영화는 꽤 재미있어요.,https://r2.sangsang.vip/mp3/ce020d1e2eb5a0da7e4c37d607cbf1a6.mp3,https://r2.sangsang.vip/images/Bộ_phim_này_khá_hay.png
rất,매우,Món ăn này rất ngon,이 음식은 매우 맛있어요.,https://r2.sangsang.vip/mp3/47bb948ff20a485146cf6e0a2bcaa29a.mp3,https://r2.sangsang.vip/images/Món_ăn_này_rất_ngon.png
quá,너무,Trời nóng quá,날씨가 너무 더워요.,https://r2.sangsang.vip/mp3/3d245548d36c0e35e43e3b6870ef1489.mp3,https://r2.sangsang.vip/images/Trời_nóng_quá.png
lắm,아주/매우 (문장 끝),Cô ấy xinh lắm,그녀는 정말 예뻐요.,https://r2.sangsang.vip/mp3/67480f5954548ad2f9517983607e8340.mp3,https://r2.sangsang.vip/images/Cô_ấy_xinh_lắm.png
nhất,가장,Ai là người cao nhất?,누가 가장 키가 커요?,https://r2.sangsang.vip/mp3/dd86442710a08614d437a85b4c942a6c.mp3,https://r2.sangsang.vip/images/Ai_là_người_cao_nhất.png
hơn,더,Anh ấy cao hơn tôi,그는 저보다 키가 커요.,https://r2.sangsang.vip/mp3/8f361a008f6d33d9fad5f0a1a462f667.mp3,https://r2.sangsang.vip/images/Anh_ấy_cao_hơn_tôi.png
bằng,~와 같은,Tôi cao bằng anh ấy,저는 그와 키가 같아요.,https://r2.sangsang.vip/mp3/341c9f8bb7c976edb1904d2fca05f65e.mp3,https://r2.sangsang.vip/images/Tôi_cao_bằng_anh_ấy.png
chung,공통의,Chúng tôi có một sở thích chung,우리는 공통된 취미가 있어요.,https://r2.sangsang.vip/mp3/208c08e2a37fa969ab6e245870b59228.mp3,https://r2.sangsang.vip/images/Chúng_tôi_có_một_sở_thích_chung.png
riêng,개인의/사적인,Đây là vấn đề riêng của tôi,이것은 제 개인적인 문제예요.,https://r2.sangsang.vip/mp3/6430e3b108a190601cc0931d5e68518b.mp3,https://r2.sangsang.vip/images/Đây_là_vấn_đề_riêng_của_tôi.png
đầy đủ,충분한,Thông tin đã đầy đủ,정보가 충분해요.,https://r2.sangsang.vip/mp3/3d0609fd3d69b6bd66a3e9791ba8bb2e.mp3,https://r2.sangsang.vip/images/Thông_tin_đã_đầy_đủ.png
thiếu,부족한,Chúng tôi thiếu nhân lực,우리는 인력이 부족해요.,https://r2.sangsang.vip/mp3/afe24099d922c15f912568ace8c8ed3c.mp3,https://r2.sangsang.vip/images/Chúng_tôi_thiếu_nhân_lực.png
dễ thương,귀여운,Em bé đó thật dễ thương,저 아기는 정말 귀여워요.,https://r2.sangsang.vip/mp3/fd28d72ade32e0da62cf48e44d5d8ef7.mp3,https://r2.sangsang.vip/images/Em_bé_đó_thật_dễ_thương.png
đáng yêu,사랑스러운,Con chó con thật đáng yêu,강아지가 정말 사랑스러워요.,https://r2.sangsang.vip/mp3/f4e7fae89b784c334d29e6f3cd58188b.mp3,https://r2.sangsang.vip/images/Con_chó_con_thật_đáng_yêu.png
kinh khủng,끔찍한,Đó là một tai nạn kinh khủng,그것은 끔찍한 사고였어요.,https://r2.sangsang.vip/mp3/d8ee283407354317e3b5fc5ea3f48804.mp3,https://r2.sangsang.vip/images/Đó_là_một_tai_nạn_kinh_khủng.png
tuyệt vời,멋진/훌륭한,Buổi biểu diễn thật tuyệt vời,공연이 정말 훌륭했어요.,https://r2.sangsang.vip/mp3/fa726be613d91e00f75d7de742c78255.mp3,https://r2.sangsang.vip/images/Buổi_biểu_diễn_thật_tuyệt_vời.png
thú vị,흥미로운,Cuốn sách này rất thú vị,이 책은 매우 흥미로워요.,https://r2.sangsang.vip/mp3/2a77b239b88639e4fad44996e2e4dc4c.mp3,https://r2.sangsang.vip/images/Cuốn_sách_này_rất_thú_vị.png
nhàm chán,지루한,Bộ phim này nhàm chán quá,이 영화는 너무 지루해요.,https://r2.sangsang.vip/mp3/f254db1e582348f151d3373d62ab5f39.mp3,https://r2.sangsang.vip/images/Bộ_phim_này_nhàm_chán_quá.png
hài hước,재미있는/유머러스한,Anh ấy là một người hài hước,그는 유머러스한 사람이에요.,https://r2.sangsang.vip/mp3/885c72cc9aa8cec6e58ae93c3dcc99b9.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_hài_hước.png
nghiêm túc,진지한,Hãy nghiêm túc trong công việc,일에 진지하게 임하세요.,https://r2.sangsang.vip/mp3/177207aef09e7e6950549c4a65fc5972.mp3,https://r2.sangsang.vip/images/Hãy_nghiêm_túc_trong_công_việc.png
thành thật,정직한,Anh ấy là một người thành thật,그는 정직한 사람이에요.,https://r2.sangsang.vip/mp3/18ea89cd8702c9ce85284aac5ac3e889.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_thành_thật.png
dũng cảm,용감한,Anh lính cứu hỏa rất dũng cảm,소방관은 매우 용감해요.,https://r2.sangsang.vip/mp3/24ba3e032db67da79ccd2e14bfa09847.mp3,https://r2.sangsang.vip/images/Anh_lính_cứu_hỏa_rất_dũng_cảm.png
nhút nhát,소심한,Cô ấy khá nhút nhát,그녀는 꽤 수줍어해요.,https://r2.sangsang.vip/mp3/8c4a60a188c13da7829505e1a5fb111d.mp3,https://r2.sangsang.vip/images/Cô_ấy_khá_nhút_nhát.png
tự tin,자신감 있는,Hãy tự tin vào bản thân,자신감을 가지세요.,https://r2.sangsang.vip/mp3/86f9a52d685108ef6cb2c662fd8e973b.mp3,https://r2.sangsang.vip/images/Hãy_tự_tin_vào_bản_thân.png
kiên nhẫn,인내심 있는,Làm giáo viên cần phải kiên nhẫn,교사가 되려면 인내심이 필요해요.,https://r2.sangsang.vip/mp3/503342922fe5ecde9c9103f65446f588.mp3,https://r2.sangsang.vip/images/Làm_giáo_viên_cần_phải_kiên_nhẫn.png
nóng nảy,성급한,Anh ấy là một người nóng nảy,그는 성급한 사람이에요.,https://r2.sangsang.vip/mp3/5e96ee8ec91a7ba75b8295c173638ee5.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_nóng_nảy.png
lịch sự,예의 바른,Hãy lịch sự với người lớn tuổi,어른들에게 예의 바르게 행동하세요.,https://r2.sangsang.vip/mp3/02de82a3975cfadf05d2a8418f437f7d.mp3,https://r2.sangsang.vip/images/Hãy_lịch_sự_với_người_lớn_tuổi.png
thô lỗ,무례한,Hành động đó thật thô lỗ,그 행동은 정말 무례했어요.,https://r2.sangsang.vip/mp3/415d73ef6ddf37873151299737b379db.mp3,https://r2.sangsang.vip/images/Hành_động_đó_thật_thô_lỗ.png
hào phóng,관대한,Ông ấy là một người hào phóng,그는 관대한 사람이에요.,https://r2.sangsang.vip/mp3/19cfbf5543fc7cacaea2a79b2031dd62.mp3,https://r2.sangsang.vip/images/Ông_ấy_là_một_người_hào_phóng.png
keo kiệt,인색한,Anh ta rất keo kiệt,그는 매우 인색해요.,https://r2.sangsang.vip/mp3/2b6b8e8592522ed6cf9d33850f384fb1.mp3,https://r2.sangsang.vip/images/Anh_ta_rất_keo_kiệt.png
khiêm tốn,겸손한,Anh ấy là một người rất khiêm tốn,그는 매우 겸손한 사람이에요.,https://r2.sangsang.vip/mp3/f8af21f7c087f67bf13258212c60689e.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_rất_khiêm_tốn.png
tự cao,거만한,Đừng quá tự cao,너무 자만하지 마세요.,https://r2.sangsang.vip/mp3/dcdabd8aa1185dceaca54bf7f9709d63.mp3,https://r2.sangsang.vip/images/Đừng_quá_tự_cao.png
trung thành,충성스러운,Con chó là một người bạn trung thành,개는 충성스러운 친구예요.,https://r2.sangsang.vip/mp3/aaa057ccd905c7305ba23e305caa4b57.mp3,https://r2.sangsang.vip/images/Con_chó_là_một_người_bạn_trung_thành.png
ghen,질투하는,Cô ấy đang ghen,그녀는 질투하고 있어요.,https://r2.sangsang.vip/mp3/98f30240aad891ce23504e36d2c0829d.mp3,https://r2.sangsang.vip/images/Cô_ấy_đang_ghen.png
ngạc nhiên,놀란,Tôi rất ngạc nhiên khi nghe tin đó,그 소식을 듣고 매우 놀랐어요.,https://r2.sangsang.vip/mp3/c173f271f1473a470e318a005e749b99.mp3,https://r2.sangsang.vip/images/Tôi_rất_ngạc_nhiên_khi_nghe_tin_đó.png
sợ hãi,두려운,Tôi sợ ma,저는 귀신을 무서워해요.,https://r2.sangsang.vip/mp3/88579ae3d3e388b7f0382a72d66d5f52.mp3,https://r2.sangsang.vip/images/Tôi_sợ_ma.png
lo lắng,걱정하는,Đừng lo lắng quá,너무 걱정하지 마세요.,https://r2.sangsang.vip/mp3/9787ed1fcb09046a4e1a8fab58830df5.mp3,https://r2.sangsang.vip/images/Đừng_lo_lắng_quá.png
thoải mái,편안한,Hãy ngồi một cách thoải mái,편안하게 앉으세요.,https://r2.sangsang.vip/mp3/3384e10dff7310fead1caa50bfe66831.mp3,https://r2.sangsang.vip/images/Hãy_ngồi_một_cách_thoải_mái.png
khó chịu,불편한,Tôi cảm thấy khó chịu trong người,몸이 불편해요.,https://r2.sangsang.vip/mp3/6df5515449b36a97e9db689ec82ee1d0.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_khó_chịu_trong_người.png
hài lòng,만족하는,Tôi hài lòng với kết quả,결과에 만족해요.,https://r2.sangsang.vip/mp3/45b6c94fc4b112ca3b51419fadf67fe1.mp3,https://r2.sangsang.vip/images/Tôi_hài_lòng_với_kết_quả.png
thất vọng,실망한,Tôi rất thất vọng về bạn,당신에게 매우 실망했어요.,https://r2.sangsang.vip/mp3/c170f0034572d5614d78e2187e018495.mp3,https://r2.sangsang.vip/images/Tôi_rất_thất_vọng_về_bạn.png
tự hào,자랑스러운,Tôi tự hào về đất nước của tôi,저는 제 나라가 자랑스러워요.,https://r2.sangsang.vip/mp3/f39993bc1e9d6735faea8d1a69ceafdd.mp3,https://r2.sangsang.vip/images/Tôi_tự_hào_về_đất_nước_của_tôi.png
xấu hổ,부끄러운,Tôi cảm thấy xấu hổ về hành động của mình,제 행동이 부끄러워요.,https://r2.sangsang.vip/mp3/0d6409c4f3a03e8eb3b6c376e203fd64.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_xấu_hổ_về_hành_động_của_mình.png
cô đơn,외로운,Tôi cảm thấy cô đơn,외로워요.,https://r2.sangsang.vip/mp3/a5f36795c3a5d8127fb1c0fdf0b21f30.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_cô_đơn.png
ấm áp,따뜻한 (마음),Tình cảm gia đình thật ấm áp,가족의 정은 정말 따뜻해요.,https://r2.sangsang.vip/mp3/874bb1b190cd46c7bc477ed7084f2970.mp3,https://r2.sangsang.vip/images/Tình_cảm_gia_đình_thật_ấm_áp.png
lạnh lùng,냉정한,Anh ta có vẻ ngoài lạnh lùng,그는 겉모습이 차가워 보여요.,https://r2.sangsang.vip/mp3/799e3a78ee4e6fdc3fcc8fa4eff42cae.mp3,https://r2.sangsang.vip/images/Anh_ta_có_vẻ_ngoài_lạnh_lùng.png
chính xác,정확한,Thông tin này có chính xác không,이 정보가 정확한가요?,https://r2.sangsang.vip/mp3/4c238b86c9cc41bd0ad263fcfc5a581e.mp3,https://r2.sangsang.vip/images/Thông_tin_này_có_chính_xác_không.png
sai lầm,잘못된,Đó là một quyết định sai lầm,그것은 잘못된 결정이었어요.,https://r2.sangsang.vip/mp3/08c3cfd156ff3bd54c3c06f00c1b35d0.mp3,https://r2.sangsang.vip/images/Đó_là_một_quyết_định_sai_lầm.png
hữu ích,유용한,Thông tin này rất hữu ích,이 정보는 매우 유용해요.,https://r2.sangsang.vip/mp3/954164e444508455492fc04326d45e6d.mp3,https://r2.sangsang.vip/images/Thông_tin_này_rất_hữu_ích.png
vô ích,소용없는,Cố gắng cũng vô ích thôi,노력해도 소용없어요.,https://r2.sangsang.vip/mp3/dcf3d4d8d6afbfa1ca379a6d75478f00.mp3,https://r2.sangsang.vip/images/Cố_gắng_cũng_vô_ích_thôi.png
hợp pháp,합법적인,Hành động đó là hợp pháp,그 행동은 합법적이에요.,https://r2.sangsang.vip/mp3/62f1258e9192a9ed0944897e9ef58963.mp3,https://r2.sangsang.vip/images/Hành_động_đó_là_hợp_pháp.png
bất hợp pháp,불법적인,Buôn bán ma túy là bất hợp pháp,마약 거래는 불법이에요.,https://r2.sangsang.vip/mp3/5add68889ba50c0c0391109cd20a3423.mp3,https://r2.sangsang.vip/images/Buôn_bán_ma_túy_là_bất_hợp_pháp.png
tươi,신선한,Rau quả ở đây rất tươi,여기 채소와 과일은 매우 신선해요.,https://r2.sangsang.vip/mp3/f5da2992428e8aefc110cdc08b952b07.mp3,https://r2.sangsang.vip/images/Rau_quả_ở_đây_rất_tươi.png
ôi,상한,Thức ăn đã bị ôi thiu,음식이 상했어요.,https://r2.sangsang.vip/mp3/9220094b83146a966037f4a35ecee9af.mp3,https://r2.sangsang.vip/images/Thức_ăn_đã_bị_ôi_thiu.png
chín,익은,Quả xoài đã chín,망고가 익었어요.,https://r2.sangsang.vip/mp3/9675c5dbdc34a9a68ae3052f8f59e472.mp3,https://r2.sangsang.vip/images/Quả_xoài_đã_chín.png
sống,날것의/익지 않은,Tôi không ăn được đồ sống,저는 날것을 못 먹어요.,https://r2.sangsang.vip/mp3/561620c88b3805be0743b11605f85e4d.mp3,https://r2.sangsang.vip/images/Tôi_không_ăn_được_đồ_sống.png
no,배부른,Tôi ăn no rồi,배불리 먹었어요.,https://r2.sangsang.vip/mp3/f95cebfac6db06ba097332580f4d8fdd.mp3,https://r2.sangsang.vip/images/Tôi_ăn_no_rồi.png
đói,배고픈,Tôi đói quá,배고파요.,https://r2.sangsang.vip/mp3/151e815b373ef563dea91b59d8c5c410.mp3,https://r2.sangsang.vip/images/Tôi_đói_quá.png
khát,목마른,Tôi khát nước,목말라요.,https://r2.sangsang.vip/mp3/b51dca3bbfa86fe257324960026abab2.mp3,https://r2.sangsang.vip/images/Tôi_khát_nước.png
buồn ngủ,졸린,Tôi cảm thấy buồn ngủ,졸려요.,https://r2.sangsang.vip/mp3/ba4706d68fa4eba15b4bf860d5363410.mp3,https://r2.sangsang.vip/images/Tôi_cảm_thấy_buồn_ngủ.png
tỉnh,깨어 있는,Tôi vẫn còn tỉnh táo,저는 아직 정신이 멀쩡해요.,https://r2.sangsang.vip/mp3/11c678b9daca2a9c0628106d301c1bc1.mp3,https://r2.sangsang.vip/images/Tôi_vẫn_còn_tỉnh_táo.png
say,취한,Anh ấy đã say rượu,그는 술에 취했어요.,https://r2.sangsang.vip/mp3/a9f55474baca6fab5a4ffa061b09beb5.mp3,https://r2.sangsang.vip/images/Anh_ấy_đã_say_rượu.png
khác nhau,서로 다른,Chúng ta có những ý kiến khác nhau,우리는 다른 의견을 가지고 있어요.,https://r2.sangsang.vip/mp3/4747283b078d376f8f34fab8e65d8230.mp3,https://r2.sangsang.vip/images/Chúng_ta_có_những_ý_kiến_khác_nhau.png
tương tự,비슷한,Hai vấn đề này tương tự nhau,이 두 문제는 서로 비슷해요.,https://r2.sangsang.vip/mp3/57889e07ba1aed47d22e63f4b143fab5.mp3,https://r2.sangsang.vip/images/Hai_vấn_đề_này_tương_tự_nhau.png
phổ biến,보편적인/인기 있는,Món phở rất phổ biến ở Việt Nam,쌀국수는 베트남에서 매우 인기가 있어요.,https://r2.sangsang.vip/mp3/2e72a3c1f9c31bd700db8fda45e7a973.mp3,https://r2.sangsang.vip/images/Món_phở_rất_phổ_biến_ở_Việt_Nam.png
hiếm,드문,Loại động vật này rất hiếm,이 종류의 동물은 매우 드물어요.,https://r2.sangsang.vip/mp3/6d11dacd51f61e0d5b4fa4f696d53231.mp3,https://r2.sangsang.vip/images/Loại_động_vật_này_rất_hiếm.png
tự nhiên,자연스러운,Hãy cứ tự nhiên như ở nhà,집처럼 편안하게 계세요.,https://r2.sangsang.vip/mp3/086b8b394d38e02cf0ea80614aa9b1b9.mp3,https://r2.sangsang.vip/images/Hãy_cứ_tự_nhiên_như_ở_nhà.png
nhân tạo,인공적인,Đây là hoa nhân tạo,이것은 인조 꽃이에요.,https://r2.sangsang.vip/mp3/f08c08ef3d3db402a9d524c185b2a171.mp3,https://r2.sangsang.vip/images/Đây_là_hoa_nhân_tạo.png
công cộng,공공의,Đây là tài sản công cộng,이것은 공공 재산이에요.,https://r2.sangsang.vip/mp3/1d969c198a1ada2d49c1ddd63718392f.mp3,https://r2.sangsang.vip/images/Đây_là_tài_sản_công_cộng.png
cá nhân,개인의,Đây là ý kiến cá nhân của tôi,이것은 제 개인적인 의견이에요.,https://r2.sangsang.vip/mp3/471e35ed8afd35990776e9a54427bcff.mp3,https://r2.sangsang.vip/images/Đây_là_ý_kiến_cá_nhân_của_tôi.png
quốc tế,국제의,Đây là một sân bay quốc tế,이곳은 국제공항이에요.,https://r2.sangsang.vip/mp3/8fd3a41cb441a5815f3be935c16bc2c6.mp3,https://r2.sangsang.vip/images/Đây_là_một_sân_bay_quốc_tế.png
địa phương,지역의,Đây là đặc sản địa phương,이것은 지역 특산물이에요.,https://r2.sangsang.vip/mp3/a9acdb84b9f7651bd546d62ebc4f615d.mp3,https://r2.sangsang.vip/images/Đây_là_đặc_sản_địa_phương.png
chính,주요한,Đây là lý do chính,이것이 주된 이유예요.,https://r2.sangsang.vip/mp3/412a0cf16309bafd6521dd5bf946c8d1.mp3,https://r2.sangsang.vip/images/Đây_là_lý_do_chính.png
phụ,부차적인,Đây chỉ là vấn đề phụ,이것은 단지 부차적인 문제예요.,https://r2.sangsang.vip/mp3/dd26d9356c9fdc88bc502aa4bbc4486c.mp3,https://r2.sangsang.vip/images/Đây_chỉ_là_vấn_đề_phụ.png
toàn cầu,전 세계의,Biến đổi khí hậu là vấn đề toàn cầu,기후 변화는 전 세계적인 문제예요.,https://r2.sangsang.vip/mp3/af8a99026084ee3006b014316e46e293.mp3,https://r2.sangsang.vip/images/Biến_đổi_khí_hậu_là_vấn_đề_toàn_cầu.png
hoàn hảo,완벽한,Không ai là hoàn hảo,완벽한 사람은 없어요.,https://r2.sangsang.vip/mp3/266e8ac5e2ea1d6f9cea162b2dbacf1f.mp3,https://r2.sangsang.vip/images/Không_ai_là_hoàn_hảo.png
tương đối,상대적인,Mọi thứ chỉ là tương đối,모든 것은 상대적일 뿐이에요.,https://r2.sangsang.vip/mp3/0ed4d8073999d551ce33505b9b7df97b.mp3,https://r2.sangsang.vip/images/Mọi_thứ_chỉ_là_tương_đối.png
tuyệt đối,절대적인,Không có gì là tuyệt đối,절대적인 것은 없어요.,https://r2.sangsang.vip/mp3/577beb8d6ef916eee38220e000bbcaa0.mp3,https://r2.sangsang.vip/images/Không_có_gì_là_tuyệt_đối.png
rõ ràng,분명한,Hãy nói một cách rõ ràng,명확하게 말하세요.,https://r2.sangsang.vip/mp3/db4f15af495d16262a06f5423c998a3e.mp3,https://r2.sangsang.vip/images/Hãy_nói_một_cách_rõ_ràng.png
mơ hồ,모호한,Câu trả lời của anh ấy rất mơ hồ,그의 대답은 매우 모호해요.,https://r2.sangsang.vip/mp3/f2abf5a7ab25463bc7049a8c0d505487.mp3,https://r2.sangsang.vip/images/Câu_trả_lời_của_anh_ấy_rất_mơ_hồ.png
sâu,깊은,Cái hồ này rất sâu,이 호수는 매우 깊어요.,https://r2.sangsang.vip/mp3/8c42a0ccadf335bbcffc353a641d95dd.mp3,https://r2.sangsang.vip/images/Cái_hồ_này_rất_sâu.png
nông,얕은,Con sông này rất nông,이 강은 매우 얕아요.,https://r2.sangsang.vip/mp3/e0a341be1b195410a9c332f9c48c384a.mp3,https://r2.sangsang.vip/images/Con_sông_này_rất_nông.png
bí mật,비밀의,Đây là một thông tin bí mật,이것은 비밀 정보예요.,https://r2.sangsang.vip/mp3/8b4fec1c44ed46cc1bbf3845cf8e4595.mp3,https://r2.sangsang.vip/images/Đây_là_một_thông_tin_bí_mật.png
công khai,공개적인,Cuộc họp này là công khai,이 회의는 공개적이에요.,https://r2.sangsang.vip/mp3/a6818eea55835cd1c0e7a080a0de6474.mp3,https://r2.sangsang.vip/images/Cuộc_họp_này_là_công_khai.png
miễn phí,무료의,Vé vào cửa là miễn phí,입장권은 무료예요.,https://r2.sangsang.vip/mp3/8548d8a775d47ccc894f5427ada91449.mp3,https://r2.sangsang.vip/images/Vé_vào_cửa_là_miễn_phí.png
trung tâm,중심의,Nhà tôi ở khu vực trung tâm,우리 집은 중심가에 있어요.,https://r2.sangsang.vip/mp3/77d2133882993bb16ff9e203100dbef7.mp3,https://r2.sangsang.vip/images/Nhà_tôi_ở_khu_vực_trung_tâm.png
ngoại ô,교외의,Anh ấy sống ở ngoại ô,그는 교외에 살아요.,https://r2.sangsang.vip/mp3/60f75f30783a97cf6f9daef3771a152f.mp3,https://r2.sangsang.vip/images/Anh_ấy_sống_ở_ngoại_ô.png
yêu thích,가장 좋아하는,Môn thể thao yêu thích của tôi là bóng đá,제가 가장 좋아하는 스포츠는 축구예요.,https://r2.sangsang.vip/mp3/1acd55195b1a34ef8a86ea31796788b0.mp3,https://r2.sangsang.vip/images/Môn_thể_thao_yêu_thích_của_tôi_là_bóng_đá.png
